TE	39673_ACC	39673_DLPFC	39673_HC	39673_V1	39813_ACC	39813_DLPFC	39813_HC	39813_V1	39827_ACC	39827_DLPFC	39827_HC	39827_V1	39988_ACC	39988_DLPFC	39988_HC	39988_V1	40212_ACC	40212_DLPFC	40212_HC	40212_V1	40295_ACC	40295_DLPFC	40295_HC	40295_V1	40302_ACC	40302_DLPFC	40302_HC	40302_V1	40318_ACC	40318_DLPFC	40318_HC	40318_V1	40335_ACC	40335_DLPFC	40335_HC	40335_V1	40360_ACC	40360_DLPFC	40360_HC	40360_V1	40390_ACC	40390_DLPFC	40390_HC	40390_V1	40478_ACC	40478_DLPFC	40478_HC	40478_V1	40482_ACC	40482_DLPFC	40482_HC	40482_V1
HERVIP10F	0.56691	6.0764	0.881107	2.19867	0.737541	7.35499	0.382316	1.22832	1.06513	1.26012	0.705123	1.09448	0.558187	5.41627	0.601464	1.24731	0.607576	4.63425	0.55266	1.52371	0.550306	0.961405	0.640113	2.04237	0.526205	1.73457	0.702858	1.95403	0.935529	5.245	0.757875	1.11328	0.804673	1.74611	0.752999	1.2996	0.798209	2.84259	0.573591	0.598999	0.910723	5.45915	0.942449	1.12367	0.664122	6.0434	0.582751	1.30153	0.524525	6.51651	0.586221	1.54947
HERVIP10FH	1.94895	17.3072	2.68042	9.00551	1.59112	18.5982	1.52575	5.21647	3.6414	4.51328	2.74668	4.44645	1.89683	26.079	2.07742	4.3913	1.70751	36.8392	2.73588	6.47758	2.89006	3.31556	2.30305	7.16427	1.88296	6.32957	2.19291	7.75116	4.67747	33.9887	2.74707	3.35614	2.82378	6.46188	2.17518	4.60804	2.24208	17.8129	2.16762	2.37179	4.0424	42.0499	2.53672	4.12007	2.93546	18.8566	1.96454	5.34477	1.51132	26.9256	1.92593	4.88366
HERVK	13.7331	223.545	19.5234	24.4396	13.2197	275.643	14.2922	24.3022	37.986	42.6044	25.2578	21.3287	21.0095	304.92	14.3695	20.0298	9.83241	160.683	10.9149	27.803	12.3928	15.03	9.87325	25.1081	30.0075	76.3793	26.2701	36.2281	27.691	267.984	16.779	18.92	12.5071	23.4454	9.99481	23.6105	7.54107	85.9898	7.86084	4.35743	27.6606	267.817	13.881	18.8583	9.83494	108.945	6.65158	8.76837	17.7035	321.842	24.8255	26.9677
HERVK11DI	0.254419	3.34075	0.497645	1.46715	0.211938	3.40418	0.25786	0.827935	0.476677	0.581166	0.677657	0.708514	0.284254	4.46145	0.297559	0.797973	0.226245	3.98976	0.367708	0.870887	0.483778	0.438657	0.296468	1.25175	0.251399	1.06904	0.38617	1.48644	0.470048	1.86163	0.328483	0.582698	0.530122	1.10181	0.44607	0.837187	0.508082	4.90747	0.328806	0.279793	0.620114	2.91038	0.432998	0.791071	0.343828	3.85719	0.29695	0.916571	0.264015	2.9189	0.45499	0.875646
HERVK11I	2.4183	25.8356	3.17462	6.18849	2.04611	21.3463	2.52701	4.13197	5.07542	6.16399	3.95241	4.06101	3.44441	43.7361	3.55516	4.43421	2.48479	25.7906	3.80227	4.81309	2.58101	3.53893	2.5273	6.66211	3.36279	8.93353	3.24137	6.72621	4.5242	23.1706	2.96529	3.26427	3.1227	6.21223	3.13477	4.5734	2.53233	16.0644	2.65262	1.67134	4.65337	28.1658	3.0636	3.78011	2.84029	23.6023	2.67214	4.21398	2.70084	40.5158	4.06115	5.79517
HERVK13I	0.124367	1.7384	0.214858	0.121401	0.0919409	0.608936	0.0940921	0.0968996	0.173307	0.177959	0.146584	0.140503	0.110205	0.549153	0.119571	0.0775629	0.137404	1.15339	0.159509	0.196444	0.102594	0.113713	0.0656794	0.227074	0.0778118	0.187875	0.276404	0.234472	0.122352	0.592001	0.147158	0.172123	0.155666	0.186667	0.153535	0.235408	0.140538	1.01803	0.115605	0.0919287	0.0881441	0.806065	0.094838	0.136608	0.041015	0.849153	0.0772884	0.119817	0.0602529	0.298356	0.140078	0.182497
HERVK3I	1.84227	27.9025	3.63189	3.00877	2.2715	28.0647	2.14605	3.08103	3.0897	3.27816	2.57624	2.9883	2.38983	31.4898	2.12336	3.04116	1.91787	26.8404	2.74993	4.32799	2.25536	2.84325	2.33793	4.18026	2.06831	5.14894	2.74616	4.95097	4.30482	24.1797	2.14816	2.73621	2.26412	4.40213	2.06134	3.48522	2.17066	27.2619	2.74537	1.75499	3.40797	25.877	2.86078	2.83451	2.54912	29.064	2.28589	2.49669	1.9316	27.2786	2.31232	4.43405
HERVK9I	9.90233	85.7756	14.7043	29.0487	7.83779	61.0013	7.16689	19.2054	16.3337	17.7206	13.1498	17.7825	9.28008	81.0795	8.64506	18.4906	8.66046	60.7143	10.6559	20.1315	10.7883	12.4255	9.78754	25.4035	7.90757	22.7491	10.296	28.3089	17.2683	54.0782	10.7553	13.2819	12.7436	26.923	11.1974	17.3309	10.1081	43.4432	10.0382	8.89183	15.7434	52.9972	11.1011	14.6895	12.0939	77.9092	8.86962	18.6588	7.6144	74.93	8.88837	22.0359
HERVL	12.5252	68.7232	16.7262	48.9299	12.0964	66.4155	10.3903	30.774	25.7512	26.4012	16.3623	27.6132	14.5415	75.9198	13.4537	26.9032	13.3128	69.5193	16.3225	33.9628	19.1989	19.898	16.0679	44.189	13.9234	35.5298	16.9003	44.0112	26.164	56.0355	16.7879	21.084	19.3483	43.5046	17.176	28.4995	17.2655	63.7344	14.9376	14.1073	27.8283	70.1581	18.4493	25.1942	19.0872	75.7397	14.2539	29.7607	12.9823	88.4854	14.7688	37.0804
HERVL74	0.0255526	0.139408	0	0	0.0352595	0.292931	0.0520646	0.0965459	0.0155782	0	0.0496368	0.0631624	0.0121968	0.198293	0	0.0405841	0.018822	0.166503	0.0229483	0.0869773	0.0316402	0.0394061	0.0218095	0.0852195	0.0466469	0.0129103	0.0509818	0.0506056	0.0586323	0.569649	0.0183966	0.0571496	0.0111983	0.0894801	0.0501946	0.0513174	0.0505759	0	0.0158443	0	0	0	0.0292413	0.0103457	0.0295119	1.0898	0.0296533	0.0172483	0.0315152	0.28708	0.0201417	0.027644
HERVL_40	0.0613365	0.573857	0.10037	0.167708	0.0997501	0.753622	0.107125	0.187618	0.256415	0.101712	0.178733	0.090971	0.163122	0.612224	0.0884635	0.156572	0.0774525	0.6854	0.118043	0.156593	0.18446	0.101385	0.112187	0.160731	0.153566	0.146142	0.209795	0.190895	0.180946	1.17244	0.141935	0.117589	0.103686	0.193308	0.113604	0.116147	0.0624409	0.825283	0.0978041	0.110093	0.186298	0.665349	0.13036	0.106436	0.0910857	0.84115	0.106774	0.0621096	0.048632	0.59086	0.196842	0.270181
HERVP71A_I	0.450157	0.931095	0.484246	2.9548	0.492146	1.41326	0.34096	1.43654	0.730558	0.791896	0.738572	1.38204	0.417506	1.91202	0.536051	1.26076	0.441312	1.23554	0.71726	1.82822	0.666928	0.652937	0.459789	2.06117	0.444314	1.50454	0.584269	1.80748	0.85864	1.37399	0.705479	0.942681	0.808318	1.82519	0.642562	1.19909	0.722297	1.0906	0.724975	0.688907	0.903206	2.8783	0.761543	0.923757	0.578202	1.51609	0.40271	1.66781	0.351855	1.70451	0.404891	1.7997
HERVR	0.0134307	1.07322	0.063074	0.145562	0.041241	0.905925	0.0244115	0.12545	0.109627	0.107858	0.0877651	0.138129	0.0668281	1.68784	0.0922915	0.119517	0.0371619	2.59432	0.106336	0.10273	0.0329751	0.152981	0.0740736	0.178058	0.0868306	0.279129	0.142892	0.131687	0.0766251	0.991313	0.093207	0.029662	0.0174831	0.168223	0.0391359	0.0558506	0.0554295	0.722806	0.0743979	0.0489991	0.0561645	1.49651	0.0903257	0.0720965	0.0994248	0.419806	0.086285	0.0537633	0.0248359	1.11459	0.0552663	0.150072
HSMAR1	33.055	273.94	52.3583	43.5258	31.7585	243.481	39.5493	45.9827	56.1806	51.1512	51.3227	48.2294	42.9667	324.587	42.077	47.4893	33.4281	283.314	43.8945	64.2034	37.5946	38.3282	31.4797	63.5112	38.2239	67.515	36.6899	65.4296	61.7482	228.307	40.7312	39.9607	39.003	61.1039	37.1855	49.0756	36.4495	289.757	36.6279	21.5852	61.3625	335.184	39.9176	39.8578	35.3308	181.211	28.3126	26.6718	30.302	295.589	40.1236	58.1003
HSMAR2	9.70701	94.6793	18.2614	38.0803	9.28166	106.486	7.42696	27.4357	19.2363	23.9928	12.943	24.7635	12.9708	116.784	13.389	21.5597	10.8231	98.2262	12.9084	31.0967	13.8473	17.2212	13.0083	37.0382	10.2344	31.7959	12.9841	36.716	21.9747	95.9144	10.7798	15.6084	14.5375	35.2388	13.2404	23.4024	13.6547	77.2156	13.3205	14.2981	20.0226	95.1435	11.123	20.794	12.9949	107.134	10.5476	25.9559	9.48006	112.367	11.0608	30.5939
HSTC2	11.2784	233.82	20.8392	12.7255	14.0891	285.119	13.7858	25.5105	24.7117	25.8423	13.6307	21.7109	20.5985	243.609	13.5943	20.0436	15.5315	241.608	13.4833	33.3123	14.6032	22.7422	14.155	26.7147	18.2096	37.617	10.6899	28.0204	27.4047	237.804	12.8986	22.0045	17.9187	28.2561	12.7058	27.0243	14.4113	258.42	12.2446	11.6286	39.2471	269.666	11.9895	23.9162	15.2975	181.066	10.1243	8.94318	15.0006	264.274	13.5989	14.5593
HUERS-P1	1.18088	10.0359	1.68413	6.05789	1.16903	9.72576	1.14857	3.61951	2.20836	2.74914	2.04626	3.779	1.31814	9.76899	1.36876	3.27366	1.3101	10.188	1.88105	4.58829	1.83235	1.96668	1.76204	5.77927	1.22973	4.44945	1.5342	5.31882	1.96861	7.63871	1.78323	2.56836	1.48979	4.63615	2.05768	3.25653	1.66957	6.6323	1.6836	2.02172	2.43431	8.44454	1.52543	2.59014	1.65125	11.8223	1.34947	3.87812	1.36622	10.7074	1.67228	3.80267
HUERS-P2	0.208194	0.529823	0.12224	0.53597	0.19885	0	0.195964	0.323331	0.117158	0.244393	0.187004	0.368918	0.160702	0.754968	0.222359	0.420271	0.318563	1.89889	0.129564	0.573235	0.198698	0.299795	0.232699	0.427629	0.158043	0.343176	0.153513	0.539865	0.367036	1.35281	0.155473	0.179293	0.274014	0.7064	0.302159	0.482958	0.247879	0.508634	0.0447641	0.177487	0.306408	0.737529	0.220205	0.116876	0.352034	1.29521	0.195354	0.504015	0.133367	2.18136	0.0567679	0.338394
HUERS-P3	0.286757	0.532034	0.339062	1.33251	0.317431	3.26058	0.304912	1.26385	0.584299	0.627718	0.38382	1.14472	0.358676	2.40046	0.444197	1.32687	0.506819	3.87429	0.550671	1.31786	0.51395	0.559279	0.425401	1.95728	0.431362	1.19821	0.440561	1.63441	0.710909	2.65638	0.566378	0.893215	0.608109	1.20468	0.55162	1.12509	0.51638	1.10275	0.412323	0.46537	0.797632	2.74671	0.520833	0.815207	0.432219	2.10682	0.355758	1.1575	0.37433	3.97157	0.530006	0.978387
HUERS-P3B	1.66514	7.30187	2.17715	6.28595	1.19554	5.18412	1.34152	4.10254	2.55079	2.43663	1.60048	3.59834	1.52257	6.77265	1.66108	3.3369	1.47285	7.219	1.65319	3.9154	2.00796	1.95506	1.44037	5.1078	1.48481	4.33915	1.64152	5.50401	3.15635	5.46117	1.42346	2.56795	1.87307	4.32233	1.93584	3.08031	1.72576	4.77365	1.42507	1.84982	2.53034	4.28287	1.95322	3.22867	1.72588	4.95094	1.4894	3.61467	1.33546	6.02712	1.33083	3.36631
IN25	0.487108	0	0.171659	1.73673	0.503308	0	0.220924	0.673866	0	0.489399	0.545636	0.239185	0	0	0.083325	0.757523	0.145802	0	0.268269	1.36108	0.248629	0.288798	0.153597	0.954569	0.0727806	0.929424	0.115667	1.31796	0.206906	0	0.344272	0.101859	0.202113	1.01493	0.0956841	0.722423	0.173402	0	0.211758	0.283546	0	0	0	0.161788	0.280418	0	0.140806	1.07122	0.0610816	1.20234	0.155061	1.18209
KANGA2_A	0	0	0	0	0	0	0	0	0	0.239547	0	0	0	0	0	0	0	0	0.171375	0	0	0.105952	0	0.211995	0	0.102652	0	0	0	0	0	0.0712415	0.167361	0.198591	0	0.0767479	0	0	0	0	0	0	0	0	0.0739141	0	0	0.19566	0	0	0	0
L1	119.482	1124.83	170.082	834.09	122.082	1129.79	101.226	388.533	241.49	275.344	167.466	292.758	145.374	1287.66	129.192	301.242	133.644	1229.46	155.832	367.331	191.211	239.598	154.28	584.857	136.809	512.424	154.953	555.325	270.364	1095.86	157.668	222.94	194.51	493.591	170.983	309.215	181.148	1008.99	145.547	149.612	258.033	1281.67	161.829	265.379	191.95	1214.26	137.437	440.391	120.71	1391.33	137.06	343.499
L1-1b_TS	0.232179	3.06306	0.473918	1.15046	0.194154	1.39665	0.216541	0.795144	0.40334	0.484177	0.492022	0.542934	0.287814	1.96679	0.190939	0.581081	0.218783	3.25338	0.295588	0.906453	0.364603	0.409667	0.234032	1.07801	0.330279	0.93961	0.289613	0.917693	0.555395	1.4056	0.294703	0.351248	0.442078	0.81185	0.277092	0.571731	0.475329	1.2743	0.219412	0.338068	0.336136	2.99082	0.301802	0.391342	0.342342	1.28164	0.335485	0.691408	0.245495	2.79882	0.167151	0.774464
L1-1_Cja	4.28632	46.7669	6.11926	28.6183	4.08002	54.2901	3.76546	13.7485	7.96728	9.56688	5.53351	10.4452	5.26447	50.0523	4.43599	9.97434	4.81673	51.9728	5.42111	13.1383	6.78902	9.68744	5.84017	19.7948	4.97237	18.794	5.62956	20.4347	8.86837	47.2585	5.54391	6.83786	6.75696	17.5157	5.75211	10.7796	6.29509	43.2815	5.47041	5.36983	9.1615	53.5169	5.66439	8.98718	6.48662	47.7604	4.73719	14.841	4.37339	50.9351	4.66655	11.2479
L1-1_TS	0.0150113	0.30201	0.104952	0.242093	0.0322247	0.158641	0.0684072	0.101321	0.0643567	0.0443018	0.0513908	0.0905683	0.0358248	0	0.0276823	0.0846825	0.0106571	0.209253	0.0248351	0.182158	0.0394805	0.0867127	0.0259949	0.0914451	0.0223907	0.14223	0.034754	0.115316	0.0500393	0	0.104746	0.0339915	0.0285359	0.0657415	0.0149122	0.169191	0.0595491	0	0.0196398	0.0256743	0.127338	0.495898	0.0972439	0.057021	0.035802	0.187951	0.0270287	0.111161	0.00913803	0	0.0740496	0.0535042
L1-2_Cja	108.476	989.027	152.228	661.573	108.365	1042.68	95.8179	323.035	219.698	235.83	158.174	251.273	133.64	1183.27	119.117	257.952	120.268	1068.25	149.565	321.249	168.8	199.876	136.542	481.925	123.131	410.027	143.774	461.839	241.262	926.478	142.602	193.64	170.005	411.967	158.684	258.8	153.709	893.015	135.432	127.137	228.26	1132.3	152.696	224.596	170.812	1012.94	125.54	351.846	104.928	1224.55	130.434	294.065
L1-2_TS	0.0498426	0	0.0349402	0.556152	0.0489568	0.128048	0.102102	0.267827	0.098167	0.0991951	0.0939703	0.124314	0.0216751	0.539107	0.0658713	0.162208	0.0543709	0	0.0502205	0.214551	0.0480126	0.108027	0.084884	0.257526	0.0421752	0.164633	0.0946843	0.186915	0.230301	0.385416	0.128136	0.161221	0.0610836	0.219281	0.17735	0.107792	0.0432399	0.233627	0.0650031	0.0936726	0.127669	0	0.036917	0.120164	0.0351051	0.131189	0.0604188	0.12732	0.0985693	0.512239	0.051324	0.203725
L1-3_TS	0.186077	0.239728	0.045963	0.736437	0.165719	0.737607	0.141005	0.388568	0.0640416	0.19176	0.220766	0.298861	0.106506	0.940098	0.110291	0.272961	0.0877233	0.270335	0.136612	0.337173	0.118367	0.184283	0.156306	0.333108	0.139314	0.256308	0.121027	0.449705	0.325114	0.231853	0.0748497	0.172863	0.209247	0.425836	0.165535	0.254212	0.130596	0.31735	0.153613	0.178692	0.324876	0.314468	0.0856694	0.187547	0.163966	0.868846	0.109198	0.42377	0.140472	0.482091	0.100851	0.302822
L1-4_TS	1.95115	10.8719	2.67209	11.6862	1.78414	13.0904	1.5253	5.78961	4.23463	3.89756	2.82736	5.04332	2.66972	16.7878	2.20098	4.84072	2.05881	14.8015	3.01653	6.34354	2.72231	3.36038	2.69483	8.26241	2.01939	7.13588	2.55173	8.58694	4.20396	12.7128	2.47539	3.40783	3.36738	7.57241	3.23722	5.27885	3.01135	10.4728	2.23487	2.41292	3.9378	16.8458	2.65656	4.04306	3.04288	15.8437	2.05972	6.48537	1.74987	16.2347	2.06707	5.64661
L1-5_TS	0.569582	4.07477	0.548379	3.00937	0.46069	3.17847	0.280807	1.56686	0.870171	0.84599	0.741459	1.17145	0.468314	4.11403	0.486722	1.19091	0.391084	2.97997	0.60869	1.46992	0.64679	0.845795	0.570494	1.77271	0.573169	1.61384	0.587933	2.44294	1.01219	2.41777	0.687175	0.799735	0.727582	1.41406	0.670287	1.17225	0.61418	1.1339	0.68979	0.752827	0.849771	2.68385	0.386676	0.993708	0.631056	4.42872	0.638144	1.4709	0.379883	2.70907	0.492617	1.41167
L1-6_TS	0.195044	1.15425	0.286207	1.03234	0.247153	1.31199	0.195661	0.607744	0.362692	0.466016	0.234457	0.51514	0.26647	1.4181	0.246068	0.566246	0.264198	1.58628	0.271503	0.92085	0.383554	0.274897	0.248728	0.855266	0.289326	0.873983	0.280014	0.801305	0.241519	2.10269	0.284488	0.38267	0.368888	0.877732	0.348651	0.489147	0.32358	1.12656	0.432825	0.273952	0.424174	0.55941	0.311954	0.476159	0.333299	1.3983	0.23258	0.706089	0.242995	2.44841	0.226968	0.608473
L1A_Mim	0	0	4.1026e-07	0	0	0	0	0	0	3.61493e-07	1.30823e-05	5.9819e-07	0	0	0.108193	0	2.60617e-10	0	0	0	0	0	7.74667e-11	0	0	0	2.41373e-07	8.9936e-08	5.34252e-09	0	0	1.02158e-10	0	9.6958e-09	1.52464e-06	0	0.101535	0	2.44614e-07	2.70564e-07	0	7.80283e-09	3.7352e-10	0	0	0	0	0	0	0	0	0
L1B_Mim	0.100401	0.598077	0.0870563	0.424434	0.0471595	0.1568	0.0890787	0.160847	0.166609	0.11663	0.132848	0.121786	0.104519	0.425803	0.0114987	0.13038	0.100701	0.890677	0.0859248	0.25589	0.0789798	0.154692	0.0778112	0.258906	0.109879	0.221216	0.131157	0.162884	0.146254	0.152357	0.108315	0.132494	0.0840559	0.248968	0.118406	0.187254	0.0974449	0	0.118631	0.14872	0.155062	0.416835	0.0835083	0.188326	0	0.584019	0.0317162	0.25855	0.0842617	0.461733	0.0972221	0.0887235
L1C_Mim	0.227547	1.06203	0.279351	1.37837	0.142891	1.25509	0.109483	0.789005	0.356844	0.461299	0.390076	0.78305	0.383749	0.943677	0.127584	0.590169	0.268994	0.633543	0.295243	0.892261	0.411904	0.331745	0.319174	1.3003	0.169061	0.89771	0.379629	0.949687	0.391229	1.48997	0.262914	0.41808	0.405965	0.870773	0.248853	0.65633	0.100999	0.508898	0.325117	0.34922	0.362465	1.35377	0.251067	0.444701	0.431724	1.29696	0.297048	0.921936	0.188015	1.2295	0.220744	0.843534
L1HS	68.0323	704.762	128.604	252.003	66.9479	712.224	67.5534	145.861	138.782	136.014	102.975	119.718	101.82	803.359	74.5325	111.705	75.1691	842.8	85.5377	167.729	98.0108	107.289	79.4869	208.543	72.5631	220.88	88.262	202.379	150.131	730.172	74.3009	95.688	95.003	180.346	87.3864	125.87	97.823	605.6	80.9776	66.1422	159.074	721.653	82.7308	105.85	94.2225	757.235	70.3967	137.625	67.7715	837.084	82.1107	140.648
L1M1B_5	1.38556	7.93249	1.35974	5.07296	1.12879	6.04334	0.824593	2.82653	1.22846	1.79759	1.29528	2.18559	1.14782	9.30883	1.43189	2.41553	1.0214	12.0725	1.81741	1.94228	1.25891	1.6375	1.00973	4.14565	1.01662	3.32633	1.16079	3.26128	2.10826	4.41553	1.57874	1.55725	1.77491	4.00825	1.5871	2.79592	1.05918	8.34845	1.18069	0.898575	1.78432	8.71668	1.01482	1.5395	1.51483	5.65558	1.24849	3.05454	1.08897	7.4133	0.890872	2.19601
L1M2A1_5	0.138615	4.19705	0.475751	0.835852	0.200737	2.44569	0.135882	0.350858	0.304195	0.861802	0.162328	0.370642	0.31846	2.66569	0.280027	0.629667	0.398382	0.557349	0.486646	0.781493	0.310529	0.286272	0.118736	0.69486	0.243593	1.07734	0.432451	1.10163	0.634183	2.85669	0.358191	0.43528	0.25584	0.727516	0.229017	0.837428	0.463958	0.897318	0.155401	0.307081	0.353536	0.866276	0.318298	0.337936	0.578871	3.19562	0.169371	0.650028	0.307973	1.91893	0.19633	0.632427
L1M2A_5	1.31991	4.51804	1.57283	3.88923	1.21309	6.32144	1.23417	2.35692	3.40197	1.85847	2.03179	1.58404	1.45599	2.68676	1.36957	1.48366	1.37078	1.7996	2.12116	2.76676	1.7131	1.29293	1.45873	3.42297	1.85617	2.6887	1.27392	3.29309	2.21995	1.20911	1.93315	1.82113	1.99034	3.29542	1.11344	2.26387	1.86379	3.25692	1.5532	0.677058	2.23768	4.54437	1.67667	2.32278	2.57138	6.26264	1.32154	1.47251	1.40382	8.91048	1.61274	2.74119
L1M2B_5	0.208662	1.28528	0.0888562	0.806775	0.127637	1.31601	0.0962195	0.431427	0.173731	0.273609	0.114595	0.462724	0.287132	0	0.0418077	0.432006	0.0898557	0.299448	0.152023	0.63298	0.331162	0.187003	0.273197	0.500728	0.158377	0.733565	0.196455	0.71709	0.36066	0.768039	0.235674	0.191972	0.205404	0.67442	0.242569	0.323073	0.115299	0.521144	0.0605091	0.206376	0.270083	1.20016	0.129201	0.318129	0.411388	1.22544	0.173326	0.491477	0.149003	0.774037	0.12716	0.422156
L1M2C_5	0.443156	2.3914	0.428385	3.19998	0.480894	1.88378	0.44924	1.7474	0.819772	0.970835	0.482051	1.16324	0.584652	3.40442	0.733885	1.17536	0.535443	4.28482	0.662595	1.33992	0.78076	0.750376	0.555754	2.97982	0.67413	2.20265	0.537863	2.32114	1.12277	1.91831	0.575305	0.677717	1.18703	2.03931	0.956859	1.45752	0.6221	2.01076	0.692461	0.555025	1.47827	2.83052	0.776972	1.19266	0.735976	3.36742	0.651138	1.7853	0.381053	2.80704	0.562902	1.50285
L1M2_5	0.899123	8.79085	1.19788	5.00693	0.850536	7.045	0.95236	2.92885	1.15651	1.86799	1.18811	2.04775	1.12074	13.0938	1.09909	2.38466	0.909897	6.86726	1.60671	3.19978	1.33306	1.63036	1.00171	3.59486	1.05638	3.33077	1.01919	4.40958	1.58305	7.13135	1.53561	1.70365	1.23001	3.39438	1.49219	2.1416	1.08319	5.7568	1.01446	0.96428	1.89697	6.31697	1.46464	1.73086	1.44943	8.37548	1.17707	2.5823	0.82093	9.53252	1.24051	2.36243
L1M3B_5	0	0	0.0867498	0.125133	0	1.19846	0	0.115815	0.0832905	0	0	0.196404	0	1.85011	0	0.109257	0	0	0	0.117142	0.0569586	0.0870948	0.0638691	0.521943	0	0.362601	0	0	0.169348	0	0.11425	0.121801	0	0.143328	0.31551	0.477871	0.164349	0	0.0528008	0.100826	0	0.731439	0.0524567	0	0	0.77125	0.110092	0.0606281	0	0	0.161022	0.223512
L1M3C_5	0.095303	0	0.181673	0.609828	0.131428	1.43422	0.0389457	0.241476	0.11619	0.191134	0.558595	0.240831	0.228208	1.04677	0.240688	0.418042	0.035119	0.642512	0.214586	0.325903	0.237479	0.169133	0.0372673	0.32688	0.0698238	0.39718	0.0762754	0.821093	0.0995027	0.548716	0.22779	0.20042	0.0838102	0.333407	0.192651	0.281866	0.228166	1.03507	0.171239	0.164183	0.270058	1.4982	0.109497	0.271272	0.258199	1.05281	0.0343378	0.347109	0.088241	1.1057	0.0749636	0.103618
L1M4B	6.60281	217.454	15.6126	14.3919	7.25134	224.134	9.03148	10.1185	13.4491	17.343	9.72671	8.21995	10.5377	297.041	6.88071	8.39345	7.0713	209.581	8.91716	14.1748	9.08325	12.1585	7.39328	13.5619	7.82088	52.6132	10.8149	13.6176	16.2488	286.125	7.28446	7.78478	7.75417	11.5972	7.92413	9.94952	10.8602	133.616	7.71155	5.06249	16.904	146.061	8.21704	8.97406	7.05799	259.313	6.97058	7.99371	7.65423	270.717	10.9492	11.8825
L1M6B_5end	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L1MA1	25.9621	199.438	32.1289	100.045	21.4404	236.829	21.6613	61.5484	39.6985	59.0579	34.6894	61.9007	26.7358	239.391	27.0984	57.6212	23.226	243.57	31.4704	66.0541	34.4802	43.363	30.1079	90.3394	24.0875	84.897	30.3178	94.1554	44.4857	217.605	29.5066	43.9099	32.9513	81.3625	30.9699	57.7476	36.7209	185.867	29.5797	31.9962	46.1855	208.824	29.43	50.0148	30.7329	232.317	27.9988	62.2398	24.6597	239.75	27.717	65.6431
L1MA2	19.2077	175.861	27.4802	76.4064	13.5754	158.277	14.343	55.3734	35.7249	43.4349	24.0736	42.3456	23.5172	223.826	16.8324	41.1038	19.2249	181.064	24.2945	54.9551	26.0444	30.4834	22.4923	75.9121	21.1466	58.553	24.3513	69.8677	34.5471	181.731	21.0728	31.8611	27.0848	60.674	21.6764	41.4621	25.2387	155.765	23.4381	24.861	43.9449	181.715	24.6071	39.2046	25.4118	227.935	20.4184	48.493	16.2697	244.331	17.6288	52.1883
L1MA3	24.4101	276.128	38.7762	114.749	29.7946	305.575	21.2158	76.2921	53.6629	60.3335	39.9714	60.9873	31.5867	300.598	31.452	67.0227	28.4838	280.056	35.4081	80.9668	41.6399	49.053	38.9396	104.104	30.132	99.9733	35.9102	109.169	54.26	262.422	33.6383	46.1848	42.7875	92.849	43.0643	64.5104	38.7808	223.242	36.6532	33.7091	49.0162	278.62	38.4213	54.6434	41.4328	386.69	31.4748	71.9658	26.22	381.706	27.1328	73.5913
L1MA4	16.5554	226.423	26.4003	72.8791	16.1376	242.034	18.5215	44.8268	34.2606	39.7773	27.093	43.3147	24.4629	269.793	18.104	36.611	20.8795	198.231	27.8389	52.0011	26.8691	29.0663	22.8831	65.5644	16.9577	60.7225	21.8584	68.4381	34.3734	197.263	22.4678	31.2897	26.5805	55.863	27.0927	43.2327	24.9306	210.682	25.3214	25.1233	33.6631	182.356	22.6012	37.2746	23.9653	250.258	20.0928	43.03	17.8829	266.659	20.8928	47.8893
L1MA4A	16.5591	153.676	22.1574	70.49	17.9979	154.689	14.4312	44.8325	33.6	34.8388	21.7974	38.2486	16.9634	170.04	19.3293	42.3923	19.5324	206.666	20.7073	55.9524	19.7463	29.1619	19.0413	58.8835	16.3326	61.6569	22.524	62.0028	34.0391	146.691	18.3123	27.3025	21.7956	50.2554	24.0403	39.8495	21.102	122.086	18.0927	20.6784	37.5576	172.127	25.6989	33.9058	24.5869	193.815	19.8685	44.5522	15.9696	205.613	16.9317	46.1595
L1MA5	10.4532	79.5919	12.4135	38.3533	7.93577	78.6921	6.63542	23.6716	18.5362	20.6607	10.2018	17.4008	10.8358	114.56	8.93389	20.8811	6.73613	96.9049	9.66785	27.7642	12.8662	14.5291	11.6351	32.5555	9.31054	30.0026	12.1873	37.587	17.5548	64.1161	10.2871	13.85	14.3792	28.2634	11.788	20.9713	11.0795	62.7799	8.54283	11.5298	18.2556	78.2051	12.3722	18.9871	11.7754	106.314	10.5045	22.9201	7.76298	87.9607	9.08328	28.2216
L1MA5A	12.2391	140.316	22.0841	56.3943	12.4116	169.532	11.8797	32.7618	21.0541	26.6303	16.0007	28.6771	17.9063	135.825	16.4549	28.7185	11.8903	178.749	14.8392	32.5485	17.6978	19.9385	13.8789	46.766	15.2902	42.5765	17.6474	49.5328	22.4428	133.328	17.1565	22.0639	17.2714	41.3552	17.0893	26.7229	16.3884	140.819	15.86	16.1706	20.146	107.753	17.0564	23.7891	15.573	132.565	13.108	36.7421	10.69	154.531	11.4974	34.2474
