TE	39673_ACC	39673_DLPFC	39673_HC	39673_V1	39813_ACC	39813_DLPFC	39813_HC	39813_V1	39827_ACC	39827_DLPFC	39827_HC	39827_V1	39988_ACC	39988_DLPFC	39988_HC	39988_V1	40212_ACC	40212_DLPFC	40212_HC	40212_V1	40295_ACC	40295_DLPFC	40295_HC	40295_V1	40302_ACC	40302_DLPFC	40302_HC	40302_V1	40318_ACC	40318_DLPFC	40318_HC	40318_V1	40335_ACC	40335_DLPFC	40335_HC	40335_V1	40360_ACC	40360_DLPFC	40360_HC	40360_V1	40390_ACC	40390_DLPFC	40390_HC	40390_V1	40478_ACC	40478_DLPFC	40478_HC	40478_V1	40482_ACC	40482_DLPFC	40482_HC	40482_V1
KANGA2_A	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885
L1	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403	5403
L1-1b_TS	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954	5954
L1-1_Cja	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546	6546
L1-1_TS	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264	5264
L1-2_Cja	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486	6486
L1-2_TS	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474	6474
L1-3_TS	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127	7127
L1-4_TS	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258	6258
L1-5_TS	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035
L1-6_TS	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717	6717
L1A_Mim	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523	6523
L1B_Mim	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332
L1C_Mim	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972	5972
L1HS	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064	6064
L1M1B_5	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263
L1M2A1_5	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842	1842
L1M2A_5	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233
L1M2B_5	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252	3252
L1M2C_5	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038	4038
L1M2_5	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191	4191
L1M3B_5	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175
L1M3C_5	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625
L1M4B	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024	5024
L1M6B_5end	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173
L1MA1	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049	1049
L1MA2	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051	1051
L1MA3	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058
L1MA4	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036	1036
L1MA4A	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039	1039
L1MA5	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047
L1MA5A	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034
L1MA6	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047	1047
L1MA7	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038
L1MA8	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540
L1MA9	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059	1059
L1MB1	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915
L1MB2	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918	918
L1MB3	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930	930
L1MB3_5	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
L1MB4	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928	928
L1MB5	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921	921
L1MB8	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925	925
L1MC1	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080
L1MC2	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091	1091
L1MC4	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761	2761
L1MCA_5	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647	2647
L1MCB_5	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197	1197
L1MCC_5	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536	1536
L1MD1	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971	971
L1MD2	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106
L1MD3	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342	1342
L1MDB_5	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422	1422
L1ME1	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913	913
L1ME2	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911	911
L1ME3	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909
L1ME3A	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156	1156
L1ME4A	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868
L1MEA_5	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089
L1MEB_5	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089	1089
L1MED_5	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615	1615
L1MEE_5	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916
L1ME_ORF2	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285	3285
L1P4a_5end	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596	2596
L1P4b_5end	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783	1783
L1P4c_5end	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583
L1P4d_5end	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035	2035
L1P4e_5end	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391	1391
L1PA10	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915
L1PA11	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909	909
L1PA12	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915	915
L1PA12_5	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072	3072
L1PA13	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899
L1PA13_5	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278	2278
L1PA14	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908
L1PA14_5	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772	1772
L1PA15	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899
L1PA16	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901
L1PA16_5	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083	4083
L1PA17_5	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734	1734
L1PA2	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889	889
L1PA3	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902
L1PA4	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892
L1PA5	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888
L1PA6	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888	888
L1PA7	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891
L1PA7_5	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727	1727
L1PA8	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906	906
L1PB1	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898
L1PB2	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898	898
L1PB2c	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582	6582
L1PB3	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901	901
L1PB4	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903	903
L1PBA1_5	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600
