TE	39673_ACC	39673_DLPFC	39673_HC	39673_V1	39813_ACC	39813_DLPFC	39813_HC	39813_V1	39827_ACC	39827_DLPFC	39827_HC	39827_V1	39988_ACC	39988_DLPFC	39988_HC	39988_V1	40212_ACC	40212_DLPFC	40212_HC	40212_V1	40295_ACC	40295_DLPFC	40295_HC	40295_V1	40302_ACC	40302_DLPFC	40302_HC	40302_V1	40318_ACC	40318_DLPFC	40318_HC	40318_V1	40335_ACC	40335_DLPFC	40335_HC	40335_V1	40360_ACC	40360_DLPFC	40360_HC	40360_V1	40390_ACC	40390_DLPFC	40390_HC	40390_V1	40478_ACC	40478_DLPFC	40478_HC	40478_V1	40482_ACC	40482_DLPFC	40482_HC	40482_V1
L1MA4A	901.353	835.706	904.424	895.267	902.563	839.582	895.682	889.434	901.59	829.708	889.711	897.409	894.626	824.839	900.105	892.685	900.252	834.151	895.571	891.982	888.863	830.286	892.536	896.309	894.593	840.776	895.577	893.426	908.894	837.056	908.735	894.279	894.624	903.339	898.208	894.648	885.305	827.521	890.455	903.467	902.186	832.497	893.262	892.61	890.596	831.477	894.559	884.681	899.399	837.798	905.655	891.278
L1MA5	909.353	843.706	912.424	903.267	910.563	847.582	903.682	897.434	909.59	837.708	897.711	905.409	902.626	832.839	908.105	900.685	908.252	842.151	903.571	899.982	896.863	838.286	900.536	904.309	902.593	848.776	903.577	901.426	916.894	845.056	916.735	902.279	902.624	911.339	906.208	902.648	893.305	835.521	898.455	911.467	910.186	840.497	901.262	900.61	898.596	839.477	902.559	892.681	907.399	845.798	913.655	899.278
L1MA5A	896.353	830.706	899.424	890.267	897.563	834.582	890.682	884.434	896.59	824.708	884.711	892.409	889.626	819.839	895.105	887.685	895.252	829.151	890.571	886.982	883.863	825.286	887.536	891.309	889.593	835.776	890.577	888.426	903.894	832.056	903.735	889.279	889.624	898.339	893.208	889.648	880.305	822.521	885.455	898.467	897.186	827.497	888.262	887.61	885.596	826.477	889.559	879.681	894.399	832.798	900.655	886.278
L1MA6	909.353	843.706	912.424	903.267	910.563	847.582	903.682	897.434	909.59	837.708	897.711	905.409	902.626	832.839	908.105	900.685	908.252	842.151	903.571	899.982	896.863	838.286	900.536	904.309	902.593	848.776	903.577	901.426	916.894	845.056	916.735	902.279	902.624	911.339	906.208	902.648	893.305	835.521	898.455	911.467	910.186	840.497	901.262	900.61	898.596	839.477	902.559	892.681	907.399	845.798	913.655	899.278
L1MA7	900.353	834.706	903.424	894.267	901.563	838.582	894.682	888.434	900.59	828.708	888.711	896.409	893.626	823.839	899.105	891.685	899.252	833.151	894.571	890.982	887.863	829.286	891.536	895.309	893.593	839.776	894.577	892.426	907.894	836.056	907.735	893.279	893.624	902.339	897.208	893.648	884.305	826.521	889.455	902.467	901.186	831.497	892.262	891.61	889.596	830.477	893.559	883.681	898.399	836.798	904.655	890.278
L1MA8	1402.35	1336.71	1405.42	1396.27	1403.56	1340.58	1396.68	1390.43	1402.59	1330.71	1390.71	1398.41	1395.63	1325.84	1401.11	1393.69	1401.25	1335.15	1396.57	1392.98	1389.86	1331.29	1393.54	1397.31	1395.59	1341.78	1396.58	1394.43	1409.89	1338.06	1409.73	1395.28	1395.62	1404.34	1399.21	1395.65	1386.31	1328.52	1391.46	1404.47	1403.19	1333.5	1394.26	1393.61	1391.6	1332.48	1395.56	1385.68	1400.4	1338.8	1406.65	1392.28
L1MA9	921.353	855.706	924.424	915.267	922.563	859.582	915.682	909.434	921.59	849.708	909.711	917.409	914.626	844.839	920.105	912.685	920.252	854.151	915.571	911.982	908.863	850.286	912.536	916.309	914.593	860.776	915.577	913.426	928.894	857.056	928.735	914.279	914.624	923.339	918.208	914.648	905.305	847.521	910.455	923.467	922.186	852.497	913.262	912.61	910.596	851.477	914.559	904.681	919.399	857.798	925.655	911.278
L1MB1	777.912	714.648	780.987	771.787	779.113	717.576	772.035	765.949	778.414	707.741	766.276	773.623	771.152	702.657	776.394	768.996	776.981	713.051	772.057	768.754	765.353	708.781	768.978	772.625	771.221	720.017	772.813	769.791	785.178	714.817	785.06	770.714	771.407	779.934	775.136	770.946	761.717	704.956	766.772	779.909	778.691	711.784	769.84	769.22	766.871	709.787	771.192	761.225	776.136	715.305	782.136	767.651
L1MB2	780.77	717.648	783.987	774.787	782.113	720.576	775.035	768.948	781.414	710.741	769.276	776.623	774.152	705.657	779.394	771.996	779.981	716.048	775.054	771.754	768.349	711.781	771.978	775.624	774.221	723.017	775.813	772.791	788.178	717.817	788.06	773.713	774.407	782.885	778.136	773.941	764.717	707.956	769.772	782.722	781.691	714.582	772.839	772.22	769.871	712.787	774.19	764.225	779.136	718.2	785.136	770.651
L1MB3	792.767	729.648	795.987	786.755	794.112	732.571	787.035	780.948	793.4	722.741	781.276	788.623	786.152	717.657	791.394	783.996	791.981	728.044	787.031	783.647	780.349	723.781	783.978	787.624	786.221	735.013	787.813	784.79	800.178	729.817	800.057	785.713	786.407	794.885	790.135	785.881	776.716	719.956	781.772	794.68	793.691	726.49	784.811	784.209	781.871	724.787	786.129	776.207	791.136	730.19	796.898	782.651
L1MB3_5	2362.35	2296.71	2365.42	2356.27	2363.56	2300.58	2356.68	2350.43	2362.59	2290.71	2350.71	2358.41	2355.63	2285.84	2361.11	2353.69	2361.25	2295.15	2356.57	2352.98	2349.86	2291.29	2353.54	2357.31	2355.59	2301.78	2356.58	2354.43	2369.89	2298.06	2369.73	2355.28	2355.62	2364.34	2359.21	2355.65	2346.31	2288.52	2351.46	2364.47	2363.19	2293.5	2354.26	2353.61	2351.6	2292.48	2355.56	2345.68	2360.4	2298.8	2366.65	2352.28
L1MB4	790.767	727.648	793.987	784.755	792.113	730.576	785.035	778.948	791.405	720.741	779.276	786.623	784.152	715.657	789.394	781.996	789.981	726.044	785.037	781.647	778.349	721.781	781.978	785.624	784.221	733.013	785.813	782.79	798.178	727.817	798.06	783.713	784.407	792.885	788.136	783.884	774.717	717.956	779.772	792.68	791.691	724.49	782.829	782.209	779.871	722.787	784.133	774.225	789.136	728.19	794.898	780.651
L1MB5	783.767	720.648	786.987	777.765	785.113	723.576	778.035	771.948	784.414	713.741	772.276	779.623	777.152	708.657	782.394	774.996	782.981	719.047	778.049	774.747	771.349	714.781	774.978	778.624	777.221	726.017	778.813	775.791	791.178	720.817	791.06	776.713	777.407	785.885	781.136	776.938	767.717	710.956	772.772	785.689	784.691	717.49	775.838	775.22	772.871	715.787	777.165	767.225	782.136	721.193	788.017	773.651
L1MB8	787.767	724.648	790.987	781.755	789.113	727.576	782.035	775.948	788.414	717.741	776.276	783.623	781.152	712.657	786.394	778.996	786.981	723.046	782.049	778.647	775.349	718.781	778.978	782.624	781.221	730.017	782.813	779.79	795.178	724.817	795.06	780.713	781.407	789.885	785.136	780.934	771.717	714.956	776.772	789.68	788.691	721.49	779.838	779.209	776.871	719.787	781.133	771.225	786.136	725.19	791.902	777.651
L1MC1	942.353	876.706	945.424	936.267	943.563	880.582	936.682	930.434	942.59	870.708	930.711	938.409	935.626	865.839	941.105	933.685	941.252	875.151	936.571	932.982	929.863	871.286	933.536	937.309	935.593	881.776	936.577	934.426	949.894	878.056	949.735	935.279	935.624	944.339	939.208	935.648	926.305	868.521	931.455	944.467	943.186	873.497	934.262	933.61	931.596	872.477	935.559	925.681	940.399	878.798	946.655	932.278
L1MC2	953.353	887.706	956.424	947.267	954.563	891.582	947.682	941.434	953.59	881.708	941.711	949.409	946.626	876.839	952.105	944.685	952.252	886.151	947.571	943.982	940.863	882.286	944.536	948.309	946.593	892.776	947.577	945.426	960.894	889.056	960.735	946.279	946.624	955.339	950.208	946.648	937.305	879.521	942.455	955.467	954.186	884.497	945.262	944.61	942.596	883.477	946.559	936.681	951.399	889.798	957.655	943.278
L1MC4	2623.35	2557.71	2626.42	2617.27	2624.56	2561.58	2617.68	2611.43	2623.59	2551.71	2611.71	2619.41	2616.63	2546.84	2622.11	2614.69	2622.25	2556.15	2617.57	2613.98	2610.86	2552.29	2614.54	2618.31	2616.59	2562.78	2617.58	2615.43	2630.89	2559.06	2630.73	2616.28	2616.62	2625.34	2620.21	2616.65	2607.31	2549.52	2612.46	2625.47	2624.19	2554.5	2615.26	2614.61	2612.6	2553.48	2616.56	2606.68	2621.4	2559.8	2627.65	2613.28
L1MCA_5	2509.35	2443.71	2512.42	2503.27	2510.56	2447.58	2503.68	2497.43	2509.59	2437.71	2497.71	2505.41	2502.63	2432.84	2508.11	2500.69	2508.25	2442.15	2503.57	2499.98	2496.86	2438.29	2500.54	2504.31	2502.59	2448.78	2503.58	2501.43	2516.89	2445.06	2516.73	2502.28	2502.62	2511.34	2506.21	2502.65	2493.31	2435.52	2498.46	2511.47	2510.19	2440.5	2501.26	2500.61	2498.6	2439.48	2502.56	2492.68	2507.4	2445.8	2513.65	2499.28
L1MCB_5	1059.35	993.706	1062.42	1053.27	1060.56	997.582	1053.68	1047.43	1059.59	987.708	1047.71	1055.41	1052.63	982.839	1058.11	1050.69	1058.25	992.151	1053.57	1049.98	1046.86	988.286	1050.54	1054.31	1052.59	998.776	1053.58	1051.43	1066.89	995.056	1066.73	1052.28	1052.62	1061.34	1056.21	1052.65	1043.31	985.521	1048.46	1061.47	1060.19	990.497	1051.26	1050.61	1048.6	989.477	1052.56	1042.68	1057.4	995.798	1063.65	1049.28
L1MCC_5	1398.35	1332.71	1401.42	1392.27	1399.56	1336.58	1392.68	1386.43	1398.59	1326.71	1386.71	1394.41	1391.63	1321.84	1397.11	1389.69	1397.25	1331.15	1392.57	1388.98	1385.86	1327.29	1389.54	1393.31	1391.59	1337.78	1392.58	1390.43	1405.89	1334.06	1405.73	1391.28	1391.62	1400.34	1395.21	1391.65	1382.31	1324.52	1387.46	1400.47	1399.19	1329.5	1390.26	1389.61	1387.6	1328.48	1391.56	1381.68	1396.4	1334.8	1402.65	1388.28
L1MD1	833.767	769.97	836.987	827.718	835.08	773.546	828.03	821.918	834.313	763.629	822.24	829.623	827.129	757.863	832.394	824.99	832.937	768.84	827.974	824.628	821.349	764.78	824.898	828.623	827.221	775.444	828.428	825.79	841.175	770.757	841.05	826.645	827.402	835.885	831.132	826.818	817.695	760.956	822.772	835.68	834.662	767.028	825.734	825.122	822.696	765.758	827.091	817.17	832.135	771.187	837.897	823.621
L1MD2	968.353	902.706	971.424	962.267	969.563	906.582	962.682	956.434	968.59	896.708	956.711	964.409	961.626	891.839	967.105	959.685	967.252	901.151	962.571	958.982	955.863	897.286	959.536	963.309	961.593	907.776	962.577	960.426	975.894	904.056	975.735	961.279	961.624	970.339	965.208	961.648	952.305	894.521	957.455	970.467	969.186	899.497	960.262	959.61	957.596	898.477	961.559	951.681	966.399	904.798	972.655	958.278
L1MD3	1204.35	1138.71	1207.42	1198.27	1205.56	1142.58	1198.68	1192.43	1204.59	1132.71	1192.71	1200.41	1197.63	1127.84	1203.11	1195.69	1203.25	1137.15	1198.57	1194.98	1191.86	1133.29	1195.54	1199.31	1197.59	1143.78	1198.58	1196.43	1211.89	1140.06	1211.73	1197.28	1197.62	1206.34	1201.21	1197.65	1188.31	1130.52	1193.46	1206.47	1205.19	1135.5	1196.26	1195.61	1193.6	1134.48	1197.56	1187.68	1202.4	1140.8	1208.65	1194.28
L1MDB_5	1284.35	1218.71	1287.42	1278.27	1285.56	1222.58	1278.68	1272.43	1284.59	1212.71	1272.71	1280.41	1277.63	1207.84	1283.11	1275.69	1283.25	1217.15	1278.57	1274.98	1271.86	1213.29	1275.54	1279.31	1277.59	1223.78	1278.58	1276.43	1291.89	1220.06	1291.73	1277.28	1277.62	1286.34	1281.21	1277.65	1268.31	1210.52	1273.46	1286.47	1285.19	1215.5	1276.26	1275.61	1273.6	1214.48	1277.56	1267.68	1282.4	1220.8	1288.65	1274.28
L1ME1	776.103	712.648	778.987	769.787	777.113	715.576	770.035	763.95	776.414	705.745	764.276	771.623	769.152	700.658	774.394	766.996	774.981	711.051	770.057	766.754	763.354	706.781	766.978	770.625	769.221	718.017	770.813	767.791	783.178	712.817	783.06	768.714	769.407	777.957	773.136	768.946	759.717	702.956	764.772	777.922	776.692	709.801	767.84	767.22	764.871	707.788	769.192	759.254	774.136	713.422	780.136	765.651
L1ME2	774.122	710.648	776.988	767.788	775.113	713.579	768.035	761.95	774.414	703.751	762.276	769.623	767.152	698.658	772.394	764.996	772.981	709.051	768.057	764.755	761.357	704.781	764.978	768.625	767.221	716.017	768.813	765.791	781.178	710.817	781.06	766.714	767.407	775.957	771.136	766.946	757.717	700.956	762.772	775.922	774.699	707.967	765.84	765.224	762.871	705.788	767.192	757.313	772.136	711.641	778.136	763.651
L1ME3	772.122	708.648	774.988	765.788	773.113	711.614	766.035	759.95	772.414	701.751	760.276	767.623	765.152	696.658	770.394	762.997	770.981	707.051	766.057	762.755	759.361	702.824	762.978	766.625	765.221	714.017	766.813	763.793	779.178	708.817	779.06	764.714	765.423	773.957	769.136	764.947	755.717	698.956	760.772	773.922	772.702	706.05	763.84	763.231	760.871	703.788	765.192	755.319	770.136	709.663	776.136	761.651
L1ME3A	1018.35	952.706	1021.42	1012.27	1019.56	956.582	1012.68	1006.43	1018.59	946.708	1006.71	1014.41	1011.63	941.839	1017.11	1009.69	1017.25	951.151	1012.57	1008.98	1005.86	947.286	1009.54	1013.31	1011.59	957.776	1012.58	1010.43	1025.89	954.056	1025.73	1011.28	1011.62	1020.34	1015.21	1011.65	1002.31	944.521	1007.46	1020.47	1019.19	949.497	1010.26	1009.61	1007.6	948.477	1011.56	1001.68	1016.4	954.798	1022.65	1008.28
L1ME4A	731.123	667.756	734.14	724.793	732.113	670.636	725.089	718.951	731.596	661.149	719.276	726.907	724.152	655.993	729.446	722.062	729.981	666.051	725.057	721.787	718.361	661.927	722.005	725.655	724.221	673.072	725.922	722.988	738.178	667.819	738.105	723.735	724.569	733.119	728.136	723.956	714.753	657.975	719.786	732.941	731.702	665.119	723.019	722.342	719.871	662.829	724.192	714.356	729.289	668.663	735.136	720.731
L1MEA_5	951.353	885.706	954.424	945.267	952.563	889.582	945.682	939.434	951.59	879.708	939.711	947.409	944.626	874.839	950.105	942.685	950.252	884.151	945.571	941.982	938.863	880.286	942.536	946.309	944.593	890.776	945.577	943.426	958.894	887.056	958.735	944.279	944.624	953.339	948.208	944.648	935.305	877.521	940.455	953.467	952.186	882.497	943.262	942.61	940.596	881.477	944.559	934.681	949.399	887.798	955.655	941.278
L1MEB_5	951.353	885.706	954.424	945.267	952.563	889.582	945.682	939.434	951.59	879.708	939.711	947.409	944.626	874.839	950.105	942.685	950.252	884.151	945.571	941.982	938.863	880.286	942.536	946.309	944.593	890.776	945.577	943.426	958.894	887.056	958.735	944.279	944.624	953.339	948.208	944.648	935.305	877.521	940.455	953.467	952.186	882.497	943.262	942.61	940.596	881.477	944.559	934.681	949.399	887.798	955.655	941.278
L1MED_5	1477.35	1411.71	1480.42	1471.27	1478.56	1415.58	1471.68	1465.43	1477.59	1405.71	1465.71	1473.41	1470.63	1400.84	1476.11	1468.69	1476.25	1410.15	1471.57	1467.98	1464.86	1406.29	1468.54	1472.31	1470.59	1416.78	1471.58	1469.43	1484.89	1413.06	1484.73	1470.28	1470.62	1479.34	1474.21	1470.65	1461.31	1403.52	1466.46	1479.47	1478.19	1408.5	1469.26	1468.61	1466.6	1407.48	1470.56	1460.68	1475.4	1413.8	1481.65	1467.28
L1MEE_5	778.823	715.648	781.987	772.787	780.113	718.576	773.035	766.949	779.414	708.741	767.276	774.623	772.152	703.657	777.394	769.996	777.981	714.051	773.057	769.754	766.352	709.781	769.978	773.625	772.221	721.017	773.813	770.791	786.178	715.817	786.06	771.714	772.407	780.907	776.136	771.946	762.717	705.956	767.772	780.856	779.691	712.765	770.839	770.22	767.871	710.787	772.192	762.225	777.136	716.275	783.136	768.651
L1ME_ORF2	3147.35	3081.71	3150.42	3141.27	3148.56	3085.58	3141.68	3135.43	3147.59	3075.71	3135.71	3143.41	3140.63	3070.84	3146.11	3138.69	3146.25	3080.15	3141.57	3137.98	3134.86	3076.29	3138.54	3142.31	3140.59	3086.78	3141.58	3139.43	3154.89	3083.06	3154.73	3140.28	3140.62	3149.34	3144.21	3140.65	3131.31	3073.52	3136.46	3149.47	3148.19	3078.5	3139.26	3138.61	3136.6	3077.48	3140.56	3130.68	3145.4	3083.8	3151.65	3137.28
L1P4a_5end	2458.35	2392.71	2461.42	2452.27	2459.56	2396.58	2452.68	2446.43	2458.59	2386.71	2446.71	2454.41	2451.63	2381.84	2457.11	2449.69	2457.25	2391.15	2452.57	2448.98	2445.86	2387.29	2449.54	2453.31	2451.59	2397.78	2452.58	2450.43	2465.89	2394.06	2465.73	2451.28	2451.62	2460.34	2455.21	2451.65	2442.31	2384.52	2447.46	2460.47	2459.19	2389.5	2450.26	2449.61	2447.6	2388.48	2451.56	2441.68	2456.4	2394.8	2462.65	2448.28
L1P4b_5end	1645.35	1579.71	1648.42	1639.27	1646.56	1583.58	1639.68	1633.43	1645.59	1573.71	1633.71	1641.41	1638.63	1568.84	1644.11	1636.69	1644.25	1578.15	1639.57	1635.98	1632.86	1574.29	1636.54	1640.31	1638.59	1584.78	1639.58	1637.43	1652.89	1581.06	1652.73	1638.28	1638.62	1647.34	1642.21	1638.65	1629.31	1571.52	1634.46	1647.47	1646.19	1576.5	1637.26	1636.61	1634.6	1575.48	1638.56	1628.68	1643.4	1581.8	1649.65	1635.28
L1P4c_5end	1445.35	1379.71	1448.42	1439.27	1446.56	1383.58	1439.68	1433.43	1445.59	1373.71	1433.71	1441.41	1438.63	1368.84	1444.11	1436.69	1444.25	1378.15	1439.57	1435.98	1432.86	1374.29	1436.54	1440.31	1438.59	1384.78	1439.58	1437.43	1452.89	1381.06	1452.73	1438.28	1438.62	1447.34	1442.21	1438.65	1429.31	1371.52	1434.46	1447.47	1446.19	1376.5	1437.26	1436.61	1434.6	1375.48	1438.56	1428.68	1443.4	1381.8	1449.65	1435.28
L1P4d_5end	1897.35	1831.71	1900.42	1891.27	1898.56	1835.58	1891.68	1885.43	1897.59	1825.71	1885.71	1893.41	1890.63	1820.84	1896.11	1888.69	1896.25	1830.15	1891.57	1887.98	1884.86	1826.29	1888.54	1892.31	1890.59	1836.78	1891.58	1889.43	1904.89	1833.06	1904.73	1890.28	1890.62	1899.34	1894.21	1890.65	1881.31	1823.52	1886.46	1899.47	1898.19	1828.5	1889.26	1888.61	1886.6	1827.48	1890.56	1880.68	1895.4	1833.8	1901.65	1887.28
L1P4e_5end	1253.35	1187.71	1256.42	1247.27	1254.56	1191.58	1247.68	1241.43	1253.59	1181.71	1241.71	1249.41	1246.63	1176.84	1252.11	1244.69	1252.25	1186.15	1247.57	1243.98	1240.86	1182.29	1244.54	1248.31	1246.59	1192.78	1247.58	1245.43	1260.89	1189.06	1260.73	1246.28	1246.62	1255.34	1250.21	1246.65	1237.31	1179.52	1242.46	1255.47	1254.19	1184.5	1245.26	1244.61	1242.6	1183.48	1246.56	1236.68	1251.4	1189.8	1257.65	1243.28
L1PA10	777.912	714.648	780.987	771.787	779.113	717.576	772.035	765.949	778.414	707.741	766.276	773.623	771.152	702.657	776.394	768.996	776.981	713.051	772.057	768.754	765.353	708.781	768.978	772.625	771.221	720.017	772.813	769.791	785.178	714.817	785.06	770.714	771.407	779.934	775.136	770.946	761.717	704.956	766.772	779.909	778.691	711.784	769.84	769.22	766.871	709.787	771.192	761.225	776.136	715.305	782.136	767.651
L1PA11	772.122	708.648	774.988	765.788	773.113	711.614	766.035	759.95	772.414	701.751	760.276	767.623	765.152	696.658	770.394	762.997	770.981	707.051	766.057	762.755	759.361	702.824	762.978	766.625	765.221	714.017	766.813	763.793	779.178	708.817	779.06	764.714	765.423	773.957	769.136	764.947	755.717	698.956	760.772	773.922	772.702	706.05	763.84	763.231	760.871	703.788	765.192	755.319	770.136	709.663	776.136	761.651
L1PA12	777.912	714.648	780.987	771.787	779.113	717.576	772.035	765.949	778.414	707.741	766.276	773.623	771.152	702.657	776.394	768.996	776.981	713.051	772.057	768.754	765.353	708.781	768.978	772.625	771.221	720.017	772.813	769.791	785.178	714.817	785.06	770.714	771.407	779.934	775.136	770.946	761.717	704.956	766.772	779.909	778.691	711.784	769.84	769.22	766.871	709.787	771.192	761.225	776.136	715.305	782.136	767.651
L1PA12_5	2934.35	2868.71	2937.42	2928.27	2935.56	2872.58	2928.68	2922.43	2934.59	2862.71	2922.71	2930.41	2927.63	2857.84	2933.11	2925.69	2933.25	2867.15	2928.57	2924.98	2921.86	2863.29	2925.54	2929.31	2927.59	2873.78	2928.58	2926.43	2941.89	2870.06	2941.73	2927.28	2927.62	2936.34	2931.21	2927.65	2918.31	2860.52	2923.46	2936.47	2935.19	2865.5	2926.26	2925.61	2923.6	2864.48	2927.56	2917.68	2932.4	2870.8	2938.65	2924.28
L1PA13	762.123	698.755	765.139	755.788	763.113	701.635	756.089	749.95	762.414	691.751	750.276	757.623	755.152	686.689	760.394	752.997	760.981	697.051	756.057	752.756	749.361	692.921	752.978	756.63	755.221	704.059	756.813	753.855	769.178	698.817	769.06	754.714	755.459	763.957	759.136	754.947	745.717	688.974	750.772	763.922	762.702	696.052	754.017	753.232	750.871	693.788	755.192	745.319	760.136	699.663	766.136	751.693
L1PA13_5	2140.35	2074.71	2143.42	2134.27	2141.56	2078.58	2134.68	2128.43	2140.59	2068.71	2128.71	2136.41	2133.63	2063.84	2139.11	2131.69	2139.25	2073.15	2134.57	2130.98	2127.86	2069.29	2131.54	2135.31	2133.59	2079.78	2134.58	2132.43	2147.89	2076.06	2147.73	2133.28	2133.62	2142.34	2137.21	2133.65	2124.31	2066.52	2129.46	2142.47	2141.19	2071.5	2132.26	2131.61	2129.6	2070.48	2133.56	2123.68	2138.4	2076.8	2144.65	2130.28
L1PA14	771.123	707.652	773.989	764.788	772.113	710.628	765.035	758.95	771.414	700.751	759.276	766.623	764.152	695.66	769.394	761.997	769.981	706.051	765.057	761.755	758.361	701.876	761.978	765.625	764.221	713.017	765.813	762.801	778.178	707.817	778.06	763.714	764.443	772.957	768.136	763.947	754.717	697.957	759.772	772.922	771.702	705.051	762.84	762.232	759.871	702.788	764.192	754.319	769.136	708.663	775.136	760.651
L1PA14_5	1634.35	1568.71	1637.42	1628.27	1635.56	1572.58	1628.68	1622.43	1634.59	1562.71	1622.71	1630.41	1627.63	1557.84	1633.11	1625.69	1633.25	1567.15	1628.57	1624.98	1621.86	1563.29	1625.54	1629.31	1627.59	1573.78	1628.58	1626.43	1641.89	1570.06	1641.73	1627.28	1627.62	1636.34	1631.21	1627.65	1618.31	1560.52	1623.46	1636.47	1635.19	1565.5	1626.26	1625.61	1623.6	1564.48	1627.56	1617.68	1632.4	1570.8	1638.65	1624.28
L1PA15	762.123	698.755	765.139	755.788	763.113	701.635	756.089	749.95	762.414	691.751	750.276	757.623	755.152	686.689	760.394	752.997	760.981	697.051	756.057	752.756	749.361	692.921	752.978	756.63	755.221	704.059	756.813	753.855	769.178	698.817	769.06	754.714	755.459	763.957	759.136	754.947	745.717	688.974	750.772	763.922	762.702	696.052	754.017	753.232	750.871	693.788	755.192	745.319	760.136	699.663	766.136	751.693
L1PA16	764.123	700.755	767.092	757.788	765.113	703.632	758.086	751.95	764.414	693.751	752.276	759.623	757.152	688.689	762.394	754.997	762.981	699.051	758.057	754.756	751.361	694.919	754.978	758.626	757.221	706.046	758.813	755.854	771.178	700.817	771.06	756.714	757.459	765.957	761.136	756.947	747.717	690.974	752.772	765.922	764.702	698.052	756.017	755.232	752.871	695.788	757.192	747.319	762.136	701.663	768.136	753.68
L1PA16_5	3945.35	3879.71	3948.42	3939.27	3946.56	3883.58	3939.68	3933.43	3945.59	3873.71	3933.71	3941.41	3938.63	3868.84	3944.11	3936.69	3944.25	3878.15	3939.57	3935.98	3932.86	3874.29	3936.54	3940.31	3938.59	3884.78	3939.58	3937.43	3952.89	3881.06	3952.73	3938.28	3938.62	3947.34	3942.21	3938.65	3929.31	3871.52	3934.46	3947.47	3946.19	3876.5	3937.26	3936.61	3934.6	3875.48	3938.56	3928.68	3943.4	3881.8	3949.65	3935.28
L1PA17_5	1596.35	1530.71	1599.42	1590.27	1597.56	1534.58	1590.68	1584.43	1596.59	1524.71	1584.71	1592.41	1589.63	1519.84	1595.11	1587.69	1595.25	1529.15	1590.57	1586.98	1583.86	1525.29	1587.54	1591.31	1589.59	1535.78	1590.58	1588.43	1603.89	1532.06	1603.73	1589.28	1589.62	1598.34	1593.21	1589.65	1580.31	1522.52	1585.46	1598.47	1597.19	1527.5	1588.26	1587.61	1585.6	1526.48	1589.56	1579.68	1594.4	1532.8	1600.65	1586.28
L1PA2	752.123	688.755	755.14	745.788	753.113	691.636	746.089	739.95	752.497	681.752	740.276	747.648	745.152	676.689	750.394	742.998	750.981	687.051	746.057	742.756	739.361	682.921	742.978	746.641	745.221	694.059	746.922	743.855	759.178	688.817	759.063	744.731	745.459	754.11	749.136	744.949	735.732	678.974	740.772	753.925	752.702	686.071	744.017	743.232	740.871	683.788	745.192	735.319	750.136	689.663	756.136	741.705
L1PA3	765.123	701.755	768.036	758.788	766.113	704.631	759.072	752.95	765.414	694.751	753.276	760.623	758.152	689.689	763.394	755.997	763.981	700.051	759.057	755.756	752.361	695.919	755.978	759.626	758.221	707.03	759.813	756.854	772.178	701.817	772.06	757.714	758.459	766.957	762.136	757.947	748.717	691.974	753.772	766.922	765.702	699.052	757.017	756.232	753.871	696.788	758.192	748.319	763.136	702.663	769.136	754.664
L1PA4	755.123	691.755	758.139	748.788	756.113	694.636	749.089	742.95	755.49	684.751	743.276	750.623	748.152	679.689	753.394	745.997	753.981	690.051	749.057	745.756	742.361	685.921	745.978	749.639	748.221	697.059	749.922	746.855	762.178	691.817	762.063	747.731	748.459	756.988	752.136	747.948	738.727	681.974	743.772	756.925	755.702	689.052	747.017	746.232	743.871	686.788	748.192	738.319	753.136	692.663	759.136	744.694
L1PA5	751.123	687.755	754.14	744.79	752.113	690.636	745.089	738.95	751.523	680.753	739.276	746.659	744.152	675.689	749.394	742	749.981	686.051	745.057	741.756	738.361	681.921	741.978	745.644	744.221	693.059	745.922	742.856	758.178	687.817	758.063	743.731	744.459	753.119	748.136	743.949	734.738	677.974	739.772	752.925	751.702	685.095	743.017	742.232	739.871	682.788	744.192	734.319	749.136	688.663	755.136	740.705
L1PA6	751.123	687.755	754.14	744.79	752.113	690.636	745.089	738.95	751.523	680.753	739.276	746.659	744.152	675.689	749.394	742	749.981	686.051	745.057	741.756	738.361	681.921	741.978	745.644	744.221	693.059	745.922	742.856	758.178	687.817	758.063	743.731	744.459	753.119	748.136	743.949	734.738	677.974	739.772	752.925	751.702	685.095	743.017	742.232	739.871	682.788	744.192	734.319	749.136	688.663	755.136	740.705
L1PA7	754.123	690.755	757.139	747.788	755.113	693.636	748.089	741.95	754.49	683.751	742.276	749.625	747.152	678.689	752.394	744.998	752.981	689.051	748.057	744.756	741.361	684.921	744.978	748.639	747.221	696.059	748.922	745.855	761.178	690.817	761.063	746.731	747.459	756.024	751.136	746.948	737.73	680.974	742.772	755.925	754.702	688.052	746.017	745.232	742.871	685.788	747.192	737.319	752.136	691.663	758.136	743.697
L1PA7_5	1589.35	1523.71	1592.42	1583.27	1590.56	1527.58	1583.68	1577.43	1589.59	1517.71	1577.71	1585.41	1582.63	1512.84	1588.11	1580.69	1588.25	1522.15	1583.57	1579.98	1576.86	1518.29	1580.54	1584.31	1582.59	1528.78	1583.58	1581.43	1596.89	1525.06	1596.73	1582.28	1582.62	1591.34	1586.21	1582.65	1573.31	1515.52	1578.46	1591.47	1590.19	1520.5	1581.26	1580.61	1578.6	1519.48	1582.56	1572.68	1587.4	1525.8	1593.65	1579.28
